stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_url,location_type,parent_station,wheelchair_boarding,platform_code,NVBW_HST_DHID
"de:05113:9615:1:1","","Essen Carnaperhof","51.5224744","6.9980197","","","","0","","de:05113:9615"
"de:05113:9615:1:2","","Essen Carnaperhof","51.5225135","6.9981365","","","","0","","de:05113:9615"
"de:05113:9616:1:1","","Essen Vaestestr.","51.4196647","7.1264159","","","","0","","de:05113:9616"
"de:05113:9616:1:2","","Essen Vaestestr.","51.4197432","7.1267214","","","","0","","de:05113:9616"
"de:05113:9618:1:1","","Essen Viehauser Berg","51.3903121","7.0042181","","","","0","","de:05113:9618"
"de:05113:9618:1:2","","Essen Viehauser Berg","51.3903065","7.0042091","","","","0","","de:05113:9618"
"de:05113:9619:1:1","","Essen Viehofer Platz","51.4617164","7.0155998","","0","de:05113:9619_Parent","0","Gleis 1","de:05113:9619"
"de:05113:9619:1:2","","Essen Viehofer Platz","51.4617276","7.015474","","0","de:05113:9619_Parent","0","Gleis 2","de:05113:9619"
"de:05113:9619:2:2","","Essen Viehofer Platz","51.461028","7.0158603","","0","de:05113:9619_Parent","0","","de:05113:9619"
"de:05113:9619:3:3","","Essen Viehofer Platz","51.4606642","7.0151237","","0","de:05113:9619_Parent","0","","de:05113:9619"
"de:05113:9619:7:1","","Essen Viehofer Platz","51.4606138","7.0147104","","0","de:05113:9619_Parent","0","","de:05113:9619"
"de:05113:9619_Parent","","Essen Viehofer Platz","51.4613302","7.0153033","","1","","","","de:05113:9619"
"de:05113:9620:1:1","","Essen Viermännerhöfe","51.4916888","7.0537872","","","","0","","de:05113:9620"
"de:05113:9620:1:2","","Essen Viermännerhöfe","51.4915993","7.0542004","","","","0","","de:05113:9620"
"de:05113:9621:1:1","","Essen Vogelheimer Str.","51.4925613","6.9973011","","","","0","","de:05113:9621"
"de:05113:9621:1:2","","Essen Vogelheimer Str.","51.4925557","6.9973011","","","","0","","de:05113:9621"
"de:05113:9622:1:1","","Essen Volksgarten","51.470178","7.0952983","","","","0","","de:05113:9622"
"de:05113:9623:1:1","","Essen Hollestr.","51.4545295","7.0209088","","0","de:05113:9623_Parent","0","","de:05113:9623"
"de:05113:9623:1:2","","Essen Hollestr.","51.4541544","7.0218071","","0","de:05113:9623_Parent","0","","de:05113:9623"
"de:05113:9623:2:7","","Essen Hollestr.","51.4546246","7.0217981","","0","de:05113:9623_Parent","0","","de:05113:9623"
"de:05113:9623:3:5","","Essen Hollestr.","51.4538577","7.0224449","","0","de:05113:9623_Parent","0","","de:05113:9623"
"de:05113:9623:4:3","","Essen Hollestr.","51.4540705","7.0206573","","0","de:05113:9623_Parent","0","","de:05113:9623"
"de:05113:9623:4:4","","Essen Hollestr.","51.4541712","7.0212142","","0","de:05113:9623_Parent","0","","de:05113:9623"
"de:05113:9623_Parent","","Essen Hollestr.","51.4543168","7.0214029","","1","","","","de:05113:9623"
"de:05113:9624:1:1","","Essen Vollmerstr.","51.4509972","7.0376624","","","","0","","de:05113:9624"
"de:05113:9624:1:2","","Essen Vollmerstr.","51.4513387","7.0377073","","","","0","","de:05113:9624"
"de:05113:9625:1:1","","Essen Von-der-Vogelweide-Straße","51.4472071","7.0968075","","","","0","","de:05113:9625"
"de:05113:9625:1:2","","Essen Von-der-Vogelweide-Straße","51.4473526","7.0967805","","","","0","","de:05113:9625"
"de:05113:9626:1:1","","Essen Von-Schirp-Str.","51.3844314","6.9930341","","","","0","","de:05113:9626"
"de:05113:9626:1:2","","Essen Von-Schirp-Str.","51.3842352","6.9925939","","","","0","","de:05113:9626"
"de:05113:9627:1:1","","Essen Voßbusch","51.4117765","6.9857667","","","","0","","de:05113:9627"
"de:05113:9627:1:2","","Essen Voßbusch","51.4116644","6.9853984","","","","0","","de:05113:9627"
"de:05113:9628:1:1","","Essen Wackenberg","51.4672345","7.1010655","","","","0","","de:05113:9628"
